%eval_id,velocity,friction,density_1,density_2,density_3,youngs_1,youngs_2,youngs_3,3D,timestep,element_10616_punch_tip_STRESS_xx_MIN,element_10616_punch_tip_STRESS_xx_MAX,element_10616_punch_tip_STRESS_yy_MIN,element_10616_punch_tip_STRESS_yy_MAX,element_10616_punch_tip_STRESS_zz_MIN,element_10616_punch_tip_STRESS_zz_MAX,element_10616_punch_tip_STRESS_xy_MIN,element_10616_punch_tip_STRESS_xy_MAX,element_10616_punch_tip_STRESS_yz_MIN,element_10616_punch_tip_STRESS_yz_MAX,element_10616_punch_tip_STRESS_zx_MIN,element_10616_punch_tip_STRESS_zx_MAX,[XYpair X]MDS Max X,[XYpair Y]MDS Max Y,[XYpair X]MDS Mean X,[XYpair Y]MDS Mean Y,[XYpair X]MDS RMS X,[XYpair Y]MDS RMS Y,[XYpair X]MDS STRESS_xx X,[XYpair Y]MDS STRESS_xx Y,[XYpair X]MDS STRESS_xy X,[XYpair Y]MDS STRESS_xy Y,[XYpair X]MDS STRESS_yy X,[XYpair Y]MDS STRESS_yy Y,[XYpair X]MDS STRESS_yz X,[XYpair Y]MDS STRESS_yz Y,[XYpair X]MDS STRESS_zz X,[XYpair Y]MDS STRESS_zz Y,[XYpair X]MDS VON_MISES X,[XYpair Y]MDS VON_MISES Y
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.0.vtp,0,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.075292741,-0.037285444,-0.0160364,0.00147945,0.029349307,0.001741594,0.016702913,-0.027157124,0.023185709,-0.020703742,0.016099344,-0.027655342,0.025955968,-0.016351766,-0.039562947,-0.044662905,-0.08231376,-0.05398163
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.50.vtp,50,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.074296896,-0.034505236,-0.014229051,0.001881099,0.02687228,0.001445064,0.029545006,-0.015029426,0.022875591,-0.015846309,0.029734109,-0.015561924,0.026216152,-0.008562307,0.01027201,-0.029997519,0.004481237,-0.047153279
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.100.vtp,100,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.072727765,-0.031281122,-0.012612224,0.001404345,0.024410261,0.001168308,0.039354802,-0.001571715,0.026086857,-0.005619704,0.039936299,-0.001928931,0.025683199,-0.00177426,0.042936029,-0.014872404,0.055551614,-0.030320635
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.150.vtp,150,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.071198837,-0.027887851,-0.011218108,0.000350592,0.02203128,0.000871201,0.040800764,0.007375484,0.0276525,0.002338366,0.041391314,0.007213168,0.024178464,0.002656962,0.057111404,-0.005963511,0.076567153,-0.013444146
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.200.vtp,200,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.070443597,-0.025187788,-0.009877666,-0.000296036,0.019854654,0.000616667,0.037782708,0.01155581,0.028910935,0.009589491,0.038220711,0.011815116,0.022634294,0.006445717,0.065914958,0.000440601,0.090904614,-0.001250753
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.250.vtp,250,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.069394601,-0.021780846,-0.008594847,-0.001140426,0.01770682,0.000362656,0.035965094,0.014544358,0.027670796,0.01257058,0.036461139,0.014579816,0.021002999,0.010126516,0.075168214,0.008796609,0.106590326,0.009378734
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.300.vtp,300,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.068732785,-0.019494274,-0.007934342,-0.001789107,0.016434263,0.000319936,0.033391775,0.014815744,0.027523458,0.015053486,0.034214469,0.015014154,0.019861692,0.011821496,0.075302392,0.010894641,0.108673976,0.013136239
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.350.vtp,350,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.068087265,-0.017781956,-0.007178952,-0.002104158,0.015097819,0.000237633,0.029818792,0.013090264,0.026911476,0.016902796,0.030592712,0.013229377,0.01841781,0.011520668,0.073303945,0.012110335,0.106461594,0.014264283
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.400.vtp,400,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.067010106,-0.015145142,-0.0063506,-0.002183666,0.013606964,2.45E-05,0.029250272,0.015039357,0.025207692,0.017166059,0.03010722,0.015250717,0.016748225,0.011721784,0.073098151,0.013664622,0.106692767,0.016572294
9,-233,0.35,0.000214,0.000682,0.0265,10000000,29500000,29500000,file://localhost/home/slycat/src/slycat-data/metro-demo/surfaces/run.9.450.vtp,450,-239235.6456,51412.17814,-250828.0627,45419.62567,-279934.8775,13915.3256,-15707.35743,8987.110994,-57743.76672,38569.85276,-51921.58361,40215.81739,0.066396445,-0.011437799,-0.00567941,-0.001907778,0.012466722,-0.000122318,0.023338589,0.009773108,0.021287845,0.01255365,0.024108004,0.009914909,0.014885333,0.007514845,0.05588426,0.00790253,0.081662012,0.008609092
